Orden,Materia,Semestre,Bloque,Carrera,Código,Programa,Categoría,Optativa,Lenguaje,SEDI,Estancia Empresarial,Ruta de Enfoque,Ruta_Enfoque
31,Actuadores Y Sistemas De Dirección,6,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,I,0,0,0,Vehículos Autónomos            ,IMT_Vehículos Autónomos            
32,Sistemas De Control Y Navegación,6,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,II,0,0,0,Vehículos Autónomos            ,IMT_Vehículos Autónomos            
34,Integración De Tecnologías De Vehículos Conectados,6,2,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,III,0,0,0,Vehículos Autónomos            ,IMT_Vehículos Autónomos            
37,Sistemas De Seguridad Activa Y Pasiva,7,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,IV,0,0,0,Vehículos Autónomos            ,IMT_Vehículos Autónomos            
38,Potencia Automotriz,7,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,V,0,0,0,Vehículos Autónomos            ,IMT_Vehículos Autónomos            
40,Diseño De Sistemas De Seguridad De Vehículos Autónomos,7,2,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,VI,0,0,0,Vehículos Autónomos            ,IMT_Vehículos Autónomos            
31,Ciencia De Datos,6,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,I,0,0,0,Inteligencia Artificial,IMT_Inteligencia Artificial
32,Inteligencia Artificial,6,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,II,0,0,0,Inteligencia Artificial,IMT_Inteligencia Artificial
34,Optimización De Trayectorias De Robots,6,2,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,III,0,0,0,Inteligencia Artificial,IMT_Inteligencia Artificial
37,Sistemas De Visión Artificial,7,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,IV,0,0,0,Inteligencia Artificial,IMT_Inteligencia Artificial
38,Algoritmos De Aprendizaje Automático,7,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,V,0,0,0,Inteligencia Artificial,IMT_Inteligencia Artificial
40,Predicción De Fallas Para Mantenimiento,7,2,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,VI,0,0,0,Inteligencia Artificial,IMT_Inteligencia Artificial
31,Materiales Sostenibles,6,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,I,0,0,0,Diseño De Procesos Sostenibles De Manufactura  ,IMT_Diseño De Procesos Sostenibles De Manufactura  
32,Procesos De Manufactura Y Gestión De Residuos,6,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,II,0,0,0,Diseño De Procesos Sostenibles De Manufactura  ,IMT_Diseño De Procesos Sostenibles De Manufactura  
34,Tecnologías De Baterías Y Almacenamiento,6,2,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,III,0,0,0,Diseño De Procesos Sostenibles De Manufactura  ,IMT_Diseño De Procesos Sostenibles De Manufactura  
37,Automatización Verde En La Manufactura,7,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,IV,0,0,0,Diseño De Procesos Sostenibles De Manufactura  ,IMT_Diseño De Procesos Sostenibles De Manufactura  
38,Diseño De Productos Eco Innovadores,7,1,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,V,0,0,0,Diseño De Procesos Sostenibles De Manufactura  ,IMT_Diseño De Procesos Sostenibles De Manufactura  
40,Análisis Y Evaluación De Ciclo De Vida Y Ecoeficiencia,7,2,Licenciatura en Ingeniería en Mecatrónica,IMT,S24,Optativa,VI,0,0,0,Diseño De Procesos Sostenibles De Manufactura  ,IMT_Diseño De Procesos Sostenibles De Manufactura  
1,Transformación Digital,1,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
2,Estrategia Y Ventaja Competitiva,1,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
4,Fundamentos De Programación,1,2,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
7,Administración De Operaciones,2,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
8,Emprendimiento,2,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
10,Big Data Analytics,2,2,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
13,Mercadotecnia Estratégica,3,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
14,Administración Del Talento Humano,3,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
16,Derecho Corporativo,3,2,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
19,Análisis De Estados Financieros,4,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
20,Bienestar Y Significado En El Trabajo,4,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
22,Mercadotecnia Digital,4,2,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
25,Consultoría Administrativa,5,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
26,Administración de Proyectos,5,1,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
28,Compras Y Desarrollo De Proveedores,5,2,Licenciatura en Administración de Empresas,LAE,S24,Tronco Común,0,0,0,0,0,0
3,SEDI I,1,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,I,0,0,0
6,SEDI II,1,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,II,0,0,0
9,SEDI III,2,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,III,0,0,0
12,SEDI IV,2,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,IV,0,0,0
15,SEDI V,3,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,V,0,0,0
18,SEDI VI,3,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,VI,0,0,0
21,SEDI VII,4,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,VII,0,0,0
24,SEDI VIII,4,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,VIII,0,0,0
27,SEDI IX,5,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,IX,0,0,0
30,SEDI X,5,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,X,0,0,0
33,SEDI XI,6,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,XI,0,0,0
36,SEDI XII,6,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,XII,0,0,0
39,SEDI XIII,7,1,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,XIII,0,0,0
42,SEDI XIV,7,2,Licenciatura en Administración de Empresas,LAE,S24,SEDI,0,0,XIV,0,0,0
5,Inglés I,1,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,I,0,0,0,0
11,Inglés II,2,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,II,0,0,0,0
17,Inglés III,3,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,III,0,0,0,0
23,Inglés IV,4,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,IV,0,0,0,0
29,Inglés V,5,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,V,0,0,0,0
35,Inglés VI,6,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,VI,0,0,0,0
41,Inglés VII,7,2,Licenciatura en Administración de Empresas,LAE,S24,Lenguaje,0,VII,0,0,0,0
43,Estancia Empresarial I,8,1,Licenciatura en Administración de Empresas,LAE,S24,Estancia Empresarial,0,0,0,I,0,0
44,Estancia Empresarial II,8,1,Licenciatura en Administración de Empresas,LAE,S24,Estancia Empresarial,0,0,0,II,0,0
45,Estancia Empresarial III,8,2,Licenciatura en Administración de Empresas,LAE,S24,Estancia Empresarial,0,0,0,III,0,0
31,Operaciones Básicas De La Industria Turística,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,I,0,0,0,Turismo,LAE_Turismo
32,Servicio Y Experiencia,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,II,0,0,0,Turismo,LAE_Turismo
34,Gestión De Alimentos Y Bebidas,6,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,III,0,0,0,Turismo,LAE_Turismo
37,Operaciones Hoteleras,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,IV,0,0,0,Turismo,LAE_Turismo
38,Ventas Directas,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,V,0,0,0,Turismo,LAE_Turismo
40,Turismo Cultural En México,7,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,VI,0,0,0,Turismo,LAE_Turismo
31,Innovación Efectiva,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,I,0,0,0,Liderazgo E Innovación,LAE_Liderazgo E Innovación
32,Creatividad Y Disrupción,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,II,0,0,0,Liderazgo E Innovación,LAE_Liderazgo E Innovación
34,Modelos De Negocios,6,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,III,0,0,0,Liderazgo E Innovación,LAE_Liderazgo E Innovación
37,Liderazgo Estratégico,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,IV,0,0,0,Liderazgo E Innovación,LAE_Liderazgo E Innovación
38,Habilidades Directivas,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,V,0,0,0,Liderazgo E Innovación,LAE_Liderazgo E Innovación
40,Ética Empresarial,7,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,VI,0,0,0,Liderazgo E Innovación,LAE_Liderazgo E Innovación
31,Servicio Y Experiencia Al Cliente,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,I,0,0,0,Gestión De Ventas Estratégicas,LAE_Gestión De Ventas Estratégicas
32,Negociación Y Comunicación Comercial,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,II,0,0,0,Gestión De Ventas Estratégicas,LAE_Gestión De Ventas Estratégicas
34,Habilidades Para La Venta,6,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,III,0,0,0,Gestión De Ventas Estratégicas,LAE_Gestión De Ventas Estratégicas
37,Administración De Equipos De Venta,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,IV,0,0,0,Gestión De Ventas Estratégicas,LAE_Gestión De Ventas Estratégicas
38,Administración De Cuentas Clave,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,V,0,0,0,Gestión De Ventas Estratégicas,LAE_Gestión De Ventas Estratégicas
40,Administración Y Promoción De Ventas,7,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,VI,0,0,0,Gestión De Ventas Estratégicas,LAE_Gestión De Ventas Estratégicas
31,Atracción Del Capital Humano,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,I,0,0,0,Gestión Del Capital Humano,LAE_Gestión Del Capital Humano
32,Gestión De Compensaciones,6,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,II,0,0,0,Gestión Del Capital Humano,LAE_Gestión Del Capital Humano
34,"Relaciones Laborales, Seguridad E Higiene",6,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,III,0,0,0,Gestión Del Capital Humano,LAE_Gestión Del Capital Humano
37,Aprendizaje Organizacional,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,IV,0,0,0,Gestión Del Capital Humano,LAE_Gestión Del Capital Humano
38,Desarrollo Organizacional,7,1,Licenciatura en Administración de Empresas,LAE,S24,Optativa,V,0,0,0,Gestión Del Capital Humano,LAE_Gestión Del Capital Humano
40,Administración Del Cambio,7,2,Licenciatura en Administración de Empresas,LAE,S24,Optativa,VI,0,0,0,Gestión Del Capital Humano,LAE_Gestión Del Capital Humano
